Year,Ag District,County,Commodity,Value,Precipitation
1998,CENTRAL,CAYUGA,CORN,112,
1998,CENTRAL,CHENANGO,CORN,113,
1998,CENTRAL,CORTLAND,CORN,110,
1998,CENTRAL,HERKIMER,CORN,109,
1998,CENTRAL,MADISON,CORN,112,
1998,CENTRAL,ONEIDA,CORN,109,
1998,CENTRAL,ONONDAGA,CORN,112,
1998,CENTRAL,OSWEGO,CORN,105,
1998,CENTRAL,OTSEGO,CORN,110,
1998,EASTERN,ALBANY,CORN,111,
1998,EASTERN,FULTON,CORN,108,
1998,EASTERN,MONTGOMERY,CORN,106,
1998,EASTERN,RENSSELAER,CORN,110,
1998,EASTERN,SARATOGA,CORN,107,
1998,EASTERN,SCHENECTADY,CORN,105,
1998,EASTERN,SCHOHARIE,CORN,113,
1998,EASTERN,WASHINGTON,CORN,106,
1998,LONG ISLAND,SUFFOLK,CORN,122,
1998,NORTHEAST,CLINTON,CORN,108,
1998,NORTHEAST,ESSEX,CORN,107,
1998,NORTHEAST,FRANKLIN,CORN,108,
1998,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,110,
1998,NORTHEAST,WARREN,CORN,109,
1998,NORTHERN,JEFFERSON,CORN,112,
1998,NORTHERN,LEWIS,CORN,111,
1998,NORTHERN,ST LAWRENCE,CORN,110,
1998,SOUTHEAST,COLUMBIA,CORN,109,
1998,SOUTHEAST,DELAWARE,CORN,104,
1998,SOUTHEAST,DUTCHESS,CORN,106,
1998,SOUTHEAST,GREENE,CORN,106,
1998,SOUTHEAST,ORANGE,CORN,104,
1998,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,109,
1998,SOUTHEAST,SULLIVAN,CORN,107,
1998,SOUTHEAST,ULSTER,CORN,109,
1998,SOUTHERN,BROOME,CORN,115,
1998,SOUTHERN,CHEMUNG,CORN,113,
1998,SOUTHERN,SCHUYLER,CORN,107,
1998,SOUTHERN,TIOGA,CORN,111,
1998,SOUTHERN,TOMPKINS,CORN,107,
1998,SOUTHWEST,ALLEGANY,CORN,114,
1998,SOUTHWEST,CATTARAUGUS,CORN,113,
1998,SOUTHWEST,CHAUTAUQUA,CORN,110,
1998,SOUTHWEST,STEUBEN,CORN,112,
1998,WESTERN,ERIE,CORN,114,
1998,WESTERN,GENESEE,CORN,120,
1998,WESTERN,LIVINGSTON,CORN,120,
1998,WESTERN,MONROE,CORN,119,
1998,WESTERN,NIAGARA,CORN,120,
1998,WESTERN,ONTARIO,CORN,119,
1998,WESTERN,ORLEANS,CORN,121,
1998,WESTERN,SENECA,CORN,113,
1998,WESTERN,WAYNE,CORN,117,
1998,WESTERN,WYOMING,CORN,114,
1998,WESTERN,YATES,CORN,114,
1997,CENTRAL,CAYUGA,CORN,112,
1997,CENTRAL,CHENANGO,CORN,105,
1997,CENTRAL,CORTLAND,CORN,109,
1997,CENTRAL,HERKIMER,CORN,111,
1997,CENTRAL,MADISON,CORN,107,
1997,CENTRAL,ONEIDA,CORN,112,
1997,CENTRAL,ONONDAGA,CORN,106,
1997,CENTRAL,OSWEGO,CORN,104,
1997,CENTRAL,OTSEGO,CORN,104,
1997,EASTERN,ALBANY,CORN,110,
1997,EASTERN,FULTON,CORN,107,
1997,EASTERN,MONTGOMERY,CORN,104,
1997,EASTERN,RENSSELAER,CORN,106,
1997,EASTERN,SARATOGA,CORN,106,
1997,EASTERN,SCHENECTADY,CORN,104,
1997,EASTERN,SCHOHARIE,CORN,109,
1997,EASTERN,WASHINGTON,CORN,104,
1997,LONG ISLAND,SUFFOLK,CORN,135,
1997,NORTHEAST,CLINTON,CORN,113,
1997,NORTHEAST,ESSEX,CORN,112,
1997,NORTHEAST,FRANKLIN,CORN,111,
1997,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,111,
1997,NORTHEAST,WARREN,CORN,114,
1997,NORTHERN,JEFFERSON,CORN,103,
1997,NORTHERN,LEWIS,CORN,107,
1997,NORTHERN,ST LAWRENCE,CORN,106,
1997,SOUTHEAST,COLUMBIA,CORN,114,
1997,SOUTHEAST,DELAWARE,CORN,106,
1997,SOUTHEAST,DUTCHESS,CORN,110,
1997,SOUTHEAST,GREENE,CORN,117,
1997,SOUTHEAST,ORANGE,CORN,107,
1997,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,114,
1997,SOUTHEAST,SULLIVAN,CORN,106,
1997,SOUTHEAST,ULSTER,CORN,116,
1997,SOUTHERN,BROOME,CORN,106,
1997,SOUTHERN,CHEMUNG,CORN,115,
1997,SOUTHERN,SCHUYLER,CORN,106,
1997,SOUTHERN,TIOGA,CORN,111,
1997,SOUTHERN,TOMPKINS,CORN,107,
1997,SOUTHWEST,ALLEGANY,CORN,108,
1997,SOUTHWEST,CATTARAUGUS,CORN,113,
1997,SOUTHWEST,CHAUTAUQUA,CORN,109,
1997,SOUTHWEST,STEUBEN,CORN,109,
1997,WESTERN,ERIE,CORN,107,
1997,WESTERN,GENESEE,CORN,110,
1997,WESTERN,LIVINGSTON,CORN,113,
1997,WESTERN,MONROE,CORN,109,
1997,WESTERN,NIAGARA,CORN,107,
1997,WESTERN,ONTARIO,CORN,112,
1997,WESTERN,ORLEANS,CORN,116,
1997,WESTERN,SENECA,CORN,113,
1997,WESTERN,WAYNE,CORN,108,
1997,WESTERN,WYOMING,CORN,115,
1997,WESTERN,YATES,CORN,113,
1996,CENTRAL,CAYUGA,CORN,107,
1996,CENTRAL,CHENANGO,CORN,107,
1996,CENTRAL,CORTLAND,CORN,100,
1996,CENTRAL,HERKIMER,CORN,107,
1996,CENTRAL,MADISON,CORN,101,
1996,CENTRAL,ONEIDA,CORN,105,
1996,CENTRAL,ONONDAGA,CORN,103,
1996,CENTRAL,OSWEGO,CORN,101,
1996,CENTRAL,OTSEGO,CORN,100,
1996,EASTERN,ALBANY,CORN,111,
1996,EASTERN,FULTON,CORN,107,
1996,EASTERN,MONTGOMERY,CORN,111,
1996,EASTERN,RENSSELAER,CORN,106,
1996,EASTERN,SARATOGA,CORN,107,
1996,EASTERN,SCHENECTADY,CORN,103,
1996,EASTERN,SCHOHARIE,CORN,103,
1996,EASTERN,WASHINGTON,CORN,106,
1996,LONG ISLAND,SUFFOLK,CORN,125,
1996,NORTHEAST,CLINTON,CORN,94,
1996,NORTHEAST,ESSEX,CORN,94,
1996,NORTHEAST,FRANKLIN,CORN,94,
1996,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,96,
1996,NORTHEAST,WARREN,CORN,95,
1996,NORTHERN,JEFFERSON,CORN,94,
1996,NORTHERN,LEWIS,CORN,94,
1996,NORTHERN,ST LAWRENCE,CORN,94,
1996,SOUTHEAST,COLUMBIA,CORN,107,
1996,SOUTHEAST,DELAWARE,CORN,105,
1996,SOUTHEAST,DUTCHESS,CORN,100,
1996,SOUTHEAST,GREENE,CORN,102,
1996,SOUTHEAST,ORANGE,CORN,103,
1996,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,103,
1996,SOUTHEAST,SULLIVAN,CORN,108,
1996,SOUTHEAST,ULSTER,CORN,102,
1996,SOUTHERN,BROOME,CORN,103,
1996,SOUTHERN,CHEMUNG,CORN,102,
1996,SOUTHERN,SCHUYLER,CORN,102,
1996,SOUTHERN,TIOGA,CORN,100,
1996,SOUTHERN,TOMPKINS,CORN,103,
1996,SOUTHWEST,ALLEGANY,CORN,96,
1996,SOUTHWEST,CATTARAUGUS,CORN,96,
1996,SOUTHWEST,CHAUTAUQUA,CORN,95,
1996,SOUTHWEST,STEUBEN,CORN,95,
1996,WESTERN,ERIE,CORN,106,
1996,WESTERN,GENESEE,CORN,102,
1996,WESTERN,LIVINGSTON,CORN,106,
1996,WESTERN,MONROE,CORN,105,
1996,WESTERN,NIAGARA,CORN,100,
1996,WESTERN,ONTARIO,CORN,100,
1996,WESTERN,ORLEANS,CORN,102,
1996,WESTERN,SENECA,CORN,105,
1996,WESTERN,WAYNE,CORN,105,
1996,WESTERN,WYOMING,CORN,106,
1996,WESTERN,YATES,CORN,103,
1995,CENTRAL,CAYUGA,CORN,109,
1995,CENTRAL,CHENANGO,CORN,109,
1995,CENTRAL,CORTLAND,CORN,102,
1995,CENTRAL,HERKIMER,CORN,109,
1995,CENTRAL,MADISON,CORN,103,
1995,CENTRAL,ONEIDA,CORN,107,
1995,CENTRAL,ONONDAGA,CORN,105,
1995,CENTRAL,OSWEGO,CORN,103,
1995,CENTRAL,OTSEGO,CORN,102,
1995,EASTERN,ALBANY,CORN,113,
1995,EASTERN,FULTON,CORN,109,
1995,EASTERN,MONTGOMERY,CORN,113,
1995,EASTERN,RENSSELAER,CORN,108,
1995,EASTERN,SARATOGA,CORN,109,
1995,EASTERN,SCHENECTADY,CORN,105,
1995,EASTERN,SCHOHARIE,CORN,105,
1995,EASTERN,WASHINGTON,CORN,108,
1995,LONG ISLAND,SUFFOLK,CORN,127,
1995,NORTHEAST,CLINTON,CORN,96,
1995,NORTHEAST,ESSEX,CORN,96,
1995,NORTHEAST,FRANKLIN,CORN,96,
1995,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,98,
1995,NORTHEAST,WARREN,CORN,97,
1995,NORTHERN,JEFFERSON,CORN,96,
1995,NORTHERN,LEWIS,CORN,96,
1995,NORTHERN,ST LAWRENCE,CORN,96,
1995,SOUTHEAST,COLUMBIA,CORN,109,
1995,SOUTHEAST,DELAWARE,CORN,107,
1995,SOUTHEAST,DUTCHESS,CORN,102,
1995,SOUTHEAST,GREENE,CORN,104,
1995,SOUTHEAST,ORANGE,CORN,105,
1995,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,105,
1995,SOUTHEAST,SULLIVAN,CORN,110,
1995,SOUTHEAST,ULSTER,CORN,104,
1995,SOUTHERN,BROOME,CORN,105,
1995,SOUTHERN,CHEMUNG,CORN,104,
1995,SOUTHERN,SCHUYLER,CORN,104,
1995,SOUTHERN,TIOGA,CORN,102,
1995,SOUTHERN,TOMPKINS,CORN,105,
1995,SOUTHWEST,ALLEGANY,CORN,98,
1995,SOUTHWEST,CATTARAUGUS,CORN,98,
1995,SOUTHWEST,CHAUTAUQUA,CORN,87,
1995,SOUTHWEST,STEUBEN,CORN,97,
1995,WESTERN,ERIE,CORN,108,
1995,WESTERN,GENESEE,CORN,104,
1995,WESTERN,LIVINGSTON,CORN,108,
1995,WESTERN,MONROE,CORN,107,
1995,WESTERN,NIAGARA,CORN,102,
1995,WESTERN,ONTARIO,CORN,102,
1995,WESTERN,ORLEANS,CORN,104,
1995,WESTERN,SENECA,CORN,107,
1995,WESTERN,WAYNE,CORN,107,
1995,WESTERN,WYOMING,CORN,108,
1995,WESTERN,YATES,CORN,105,
1994,CENTRAL,CAYUGA,CORN,114,
1994,CENTRAL,CHENANGO,CORN,115,
1994,CENTRAL,CORTLAND,CORN,112,
1994,CENTRAL,HERKIMER,CORN,111,
1994,CENTRAL,MADISON,CORN,114,
1994,CENTRAL,ONEIDA,CORN,111,
1994,CENTRAL,ONONDAGA,CORN,114,
1994,CENTRAL,OSWEGO,CORN,107,
1994,CENTRAL,OTSEGO,CORN,112,
1994,EASTERN,ALBANY,CORN,113,
1994,EASTERN,FULTON,CORN,110,
1994,EASTERN,MONTGOMERY,CORN,108,
1994,EASTERN,RENSSELAER,CORN,112,
1994,EASTERN,SARATOGA,CORN,109,
1994,EASTERN,SCHOHARIE,CORN,115,
1994,EASTERN,WASHINGTON,CORN,108,
1994,LONG ISLAND,SUFFOLK,CORN,124,
1994,NORTHEAST,CLINTON,CORN,110,
1994,NORTHEAST,ESSEX,CORN,109,
1994,NORTHEAST,FRANKLIN,CORN,110,
1994,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,112,
1994,NORTHERN,JEFFERSON,CORN,114,
1994,NORTHERN,LEWIS,CORN,113,
1994,NORTHERN,ST LAWRENCE,CORN,112,
1994,SOUTHEAST,COLUMBIA,CORN,111,
1994,SOUTHEAST,DELAWARE,CORN,106,
1994,SOUTHEAST,DUTCHESS,CORN,108,
1994,SOUTHEAST,GREENE,CORN,108,
1994,SOUTHEAST,ORANGE,CORN,106,
1994,SOUTHEAST,SULLIVAN,CORN,109,
1994,SOUTHEAST,ULSTER,CORN,111,
1994,SOUTHERN,BROOME,CORN,117,
1994,SOUTHERN,CHEMUNG,CORN,115,
1994,SOUTHERN,SCHUYLER,CORN,109,
1994,SOUTHERN,TIOGA,CORN,113,
1994,SOUTHERN,TOMPKINS,CORN,109,
1994,SOUTHWEST,ALLEGANY,CORN,116,
1994,SOUTHWEST,CATTARAUGUS,CORN,115,
1994,SOUTHWEST,CHAUTAUQUA,CORN,112,
1994,SOUTHWEST,STEUBEN,CORN,114,
1994,WESTERN,ERIE,CORN,116,
1994,WESTERN,GENESEE,CORN,122,
1994,WESTERN,LIVINGSTON,CORN,122,
1994,WESTERN,MONROE,CORN,121,
1994,WESTERN,NIAGARA,CORN,122,
1994,WESTERN,ONTARIO,CORN,121,
1994,WESTERN,ORLEANS,CORN,122,
1994,WESTERN,SENECA,CORN,115,
1994,WESTERN,WAYNE,CORN,119,
1994,WESTERN,WYOMING,CORN,116,
1994,WESTERN,YATES,CORN,116,
1993,CENTRAL,CAYUGA,CORN,110,
1993,CENTRAL,CHENANGO,CORN,96,
1993,CENTRAL,CORTLAND,CORN,98,
1993,CENTRAL,HERKIMER,CORN,98,
1993,CENTRAL,MADISON,CORN,100,
1993,CENTRAL,ONEIDA,CORN,102,
1993,CENTRAL,ONONDAGA,CORN,97,
1993,CENTRAL,OSWEGO,CORN,111,
1993,CENTRAL,OTSEGO,CORN,95,
1993,EASTERN,ALBANY,CORN,95,
1993,EASTERN,FULTON,CORN,101,
1993,EASTERN,MONTGOMERY,CORN,94,
1993,EASTERN,RENSSELAER,CORN,90,
1993,EASTERN,SARATOGA,CORN,108,
1993,EASTERN,SCHOHARIE,CORN,97,
1993,EASTERN,WASHINGTON,CORN,102,
1993,LONG ISLAND,SUFFOLK,CORN,104,
1993,NORTHEAST,CLINTON,CORN,108,
1993,NORTHEAST,ESSEX,CORN,107,
1993,NORTHEAST,FRANKLIN,CORN,108,
1993,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,108,
1993,NORTHERN,JEFFERSON,CORN,90,
1993,NORTHERN,LEWIS,CORN,100,
1993,NORTHERN,ST LAWRENCE,CORN,100,
1993,SOUTHEAST,COLUMBIA,CORN,85,
1993,SOUTHEAST,DELAWARE,CORN,85,
1993,SOUTHEAST,DUTCHESS,CORN,84,
1993,SOUTHEAST,GREENE,CORN,84,
1993,SOUTHEAST,ORANGE,CORN,87,
1993,SOUTHEAST,SULLIVAN,CORN,88,
1993,SOUTHEAST,ULSTER,CORN,84,
1993,SOUTHERN,BROOME,CORN,99,
1993,SOUTHERN,CHEMUNG,CORN,99,
1993,SOUTHERN,SCHUYLER,CORN,109,
1993,SOUTHERN,TIOGA,CORN,108,
1993,SOUTHERN,TOMPKINS,CORN,108,
1993,SOUTHWEST,ALLEGANY,CORN,85,
1993,SOUTHWEST,CATTARAUGUS,CORN,83,
1993,SOUTHWEST,CHAUTAUQUA,CORN,90,
1993,SOUTHWEST,STEUBEN,CORN,85,
1993,WESTERN,ERIE,CORN,111,
1993,WESTERN,GENESEE,CORN,104,
1993,WESTERN,LIVINGSTON,CORN,110,
1993,WESTERN,MONROE,CORN,118,
1993,WESTERN,NIAGARA,CORN,116,
1993,WESTERN,ONTARIO,CORN,115,
1993,WESTERN,ORLEANS,CORN,112,
1993,WESTERN,SENECA,CORN,111,
1993,WESTERN,WAYNE,CORN,112,
1993,WESTERN,WYOMING,CORN,106,
1993,WESTERN,YATES,CORN,105,
1992,CENTRAL,CAYUGA,CORN,86,
1992,CENTRAL,CHENANGO,CORN,67,
1992,CENTRAL,CORTLAND,CORN,91,
1992,CENTRAL,HERKIMER,CORN,92,
1992,CENTRAL,MADISON,CORN,87,
1992,CENTRAL,ONEIDA,CORN,91,
1992,CENTRAL,ONONDAGA,CORN,111,
1992,CENTRAL,OSWEGO,CORN,71,
1992,CENTRAL,OTSEGO,CORN,86,
1992,EASTERN,ALBANY,CORN,88,
1992,EASTERN,FULTON,CORN,74,
1992,EASTERN,MONTGOMERY,CORN,108,
1992,EASTERN,RENSSELAER,CORN,88,
1992,EASTERN,SARATOGA,CORN,105,
1992,EASTERN,SCHENECTADY,CORN,86,
1992,EASTERN,SCHOHARIE,CORN,87,
1992,EASTERN,WASHINGTON,CORN,110,
1992,LONG ISLAND,SUFFOLK,CORN,93,
1992,NORTHEAST,CLINTON,CORN,111,
1992,NORTHEAST,ESSEX,CORN,109,
1992,NORTHEAST,FRANKLIN,CORN,94,
1992,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,100,
1992,NORTHERN,JEFFERSON,CORN,78,
1992,NORTHERN,LEWIS,CORN,77,
1992,NORTHERN,ST LAWRENCE,CORN,85,
1992,SOUTHEAST,COLUMBIA,CORN,101,
1992,SOUTHEAST,DELAWARE,CORN,105,
1992,SOUTHEAST,DUTCHESS,CORN,106,
1992,SOUTHEAST,GREENE,CORN,106,
1992,SOUTHEAST,ORANGE,CORN,94,
1992,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,100,
1992,SOUTHEAST,SULLIVAN,CORN,116,
1992,SOUTHEAST,ULSTER,CORN,113,
1992,SOUTHERN,BROOME,CORN,89,
1992,SOUTHERN,CHEMUNG,CORN,94,
1992,SOUTHERN,SCHUYLER,CORN,75,
1992,SOUTHERN,TIOGA,CORN,85,
1992,SOUTHERN,TOMPKINS,CORN,98,
1992,SOUTHWEST,ALLEGANY,CORN,74,
1992,SOUTHWEST,CATTARAUGUS,CORN,79,
1992,SOUTHWEST,CHAUTAUQUA,CORN,103,
1992,SOUTHWEST,STEUBEN,CORN,83,
1992,WESTERN,ERIE,CORN,78,
1992,WESTERN,GENESEE,CORN,85,
1992,WESTERN,LIVINGSTON,CORN,99,
1992,WESTERN,MONROE,CORN,96,
1992,WESTERN,NIAGARA,CORN,84,
1992,WESTERN,ONTARIO,CORN,98,
1992,WESTERN,ORLEANS,CORN,100,
1992,WESTERN,SENECA,CORN,90,
1992,WESTERN,WAYNE,CORN,84,
1992,WESTERN,WYOMING,CORN,92,
1992,WESTERN,YATES,CORN,88,
1991,CENTRAL,CAYUGA,CORN,112,
1991,CENTRAL,CHENANGO,CORN,104,
1991,CENTRAL,CORTLAND,CORN,115,
1991,CENTRAL,HERKIMER,CORN,103,
1991,CENTRAL,MADISON,CORN,111,
1991,CENTRAL,ONEIDA,CORN,120,
1991,CENTRAL,ONONDAGA,CORN,120,
1991,CENTRAL,OSWEGO,CORN,85,
1991,CENTRAL,OTSEGO,CORN,103,
1991,EASTERN,ALBANY,CORN,96,
1991,EASTERN,FULTON,CORN,104,
1991,EASTERN,MONTGOMERY,CORN,100,
1991,EASTERN,RENSSELAER,CORN,93,
1991,EASTERN,SARATOGA,CORN,114,
1991,EASTERN,SCHENECTADY,CORN,101,
1991,EASTERN,SCHOHARIE,CORN,95,
1991,EASTERN,WASHINGTON,CORN,116,
1991,LONG ISLAND,SUFFOLK,CORN,82,
1991,NORTHEAST,CLINTON,CORN,110,
1991,NORTHEAST,ESSEX,CORN,88,
1991,NORTHEAST,FRANKLIN,CORN,92,
1991,NORTHERN,JEFFERSON,CORN,100,
1991,NORTHERN,LEWIS,CORN,97,
1991,NORTHERN,ST LAWRENCE,CORN,94,
1991,SOUTHEAST,COLUMBIA,CORN,82,
1991,SOUTHEAST,DELAWARE,CORN,88,
1991,SOUTHEAST,DUTCHESS,CORN,88,
1991,SOUTHEAST,GREENE,CORN,91,
1991,SOUTHEAST,ORANGE,CORN,65,
1991,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,86,
1991,SOUTHEAST,SULLIVAN,CORN,101,
1991,SOUTHEAST,ULSTER,CORN,89,
1991,SOUTHERN,BROOME,CORN,100,
1991,SOUTHERN,CHEMUNG,CORN,94,
1991,SOUTHERN,SCHUYLER,CORN,83,
1991,SOUTHERN,TIOGA,CORN,79,
1991,SOUTHERN,TOMPKINS,CORN,110,
1991,SOUTHWEST,ALLEGANY,CORN,98,
1991,SOUTHWEST,CATTARAUGUS,CORN,106,
1991,SOUTHWEST,CHAUTAUQUA,CORN,105,
1991,SOUTHWEST,STEUBEN,CORN,90,
1991,WESTERN,ERIE,CORN,81,
1991,WESTERN,GENESEE,CORN,88,
1991,WESTERN,LIVINGSTON,CORN,85,
1991,WESTERN,MONROE,CORN,85,
1991,WESTERN,NIAGARA,CORN,83,
1991,WESTERN,ONTARIO,CORN,88,
1991,WESTERN,ORLEANS,CORN,84,
1991,WESTERN,SENECA,CORN,87,
1991,WESTERN,WAYNE,CORN,101,
1991,WESTERN,WYOMING,CORN,97,
1991,WESTERN,YATES,CORN,98,
1990,CENTRAL,CAYUGA,CORN,104,
1990,CENTRAL,CHENANGO,CORN,83,
1990,CENTRAL,CORTLAND,CORN,105,
1990,CENTRAL,HERKIMER,CORN,83,
1990,CENTRAL,MADISON,CORN,92,
1990,CENTRAL,ONEIDA,CORN,103,
1990,CENTRAL,ONONDAGA,CORN,97,
1990,CENTRAL,OSWEGO,CORN,105,
1990,CENTRAL,OTSEGO,CORN,92,
1990,EASTERN,ALBANY,CORN,95,
1990,EASTERN,FULTON,CORN,110,
1990,EASTERN,MONTGOMERY,CORN,104,
1990,EASTERN,RENSSELAER,CORN,104,
1990,EASTERN,SARATOGA,CORN,105,
1990,EASTERN,SCHENECTADY,CORN,99,
1990,EASTERN,SCHOHARIE,CORN,108,
1990,EASTERN,WASHINGTON,CORN,109,
1990,LONG ISLAND,SUFFOLK,CORN,110,
1990,NORTHEAST,CLINTON,CORN,91,
1990,NORTHEAST,ESSEX,CORN,85,
1990,NORTHEAST,FRANKLIN,CORN,88,
1990,NORTHERN,JEFFERSON,CORN,86,
1990,NORTHERN,LEWIS,CORN,101,
1990,NORTHERN,ST LAWRENCE,CORN,95,
1990,SOUTHEAST,COLUMBIA,CORN,83,
1990,SOUTHEAST,DELAWARE,CORN,100,
1990,SOUTHEAST,DUTCHESS,CORN,107,
1990,SOUTHEAST,GREENE,CORN,85,
1990,SOUTHEAST,ORANGE,CORN,99,
1990,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,95,
1990,SOUTHEAST,SULLIVAN,CORN,107,
1990,SOUTHEAST,ULSTER,CORN,104,
1990,SOUTHERN,BROOME,CORN,98,
1990,SOUTHERN,CHEMUNG,CORN,106,
1990,SOUTHERN,SCHUYLER,CORN,99,
1990,SOUTHERN,TIOGA,CORN,92,
1990,SOUTHERN,TOMPKINS,CORN,98,
1990,SOUTHWEST,ALLEGANY,CORN,110,
1990,SOUTHWEST,CATTARAUGUS,CORN,93,
1990,SOUTHWEST,CHAUTAUQUA,CORN,83,
1990,SOUTHWEST,STEUBEN,CORN,96,
1990,WESTERN,ERIE,CORN,88,
1990,WESTERN,GENESEE,CORN,100,
1990,WESTERN,LIVINGSTON,CORN,102,
1990,WESTERN,MONROE,CORN,100,
1990,WESTERN,NIAGARA,CORN,91,
1990,WESTERN,ONTARIO,CORN,95,
1990,WESTERN,ORLEANS,CORN,110,
1990,WESTERN,SENECA,CORN,99,
1990,WESTERN,WAYNE,CORN,90,
1990,WESTERN,WYOMING,CORN,93,
1990,WESTERN,YATES,CORN,96,
1989,CENTRAL,CAYUGA,CORN,99,
1989,CENTRAL,CHENANGO,CORN,101,
1989,CENTRAL,CORTLAND,CORN,107,
1989,CENTRAL,HERKIMER,CORN,95,
1989,CENTRAL,MADISON,CORN,93,
1989,CENTRAL,ONEIDA,CORN,104,
1989,CENTRAL,ONONDAGA,CORN,96,
1989,CENTRAL,OSWEGO,CORN,92,
1989,CENTRAL,OTSEGO,CORN,103,
1989,EASTERN,ALBANY,CORN,109,
1989,EASTERN,FULTON,CORN,98,
1989,EASTERN,MONTGOMERY,CORN,103,
1989,EASTERN,RENSSELAER,CORN,101,
1989,EASTERN,SARATOGA,CORN,110,
1989,EASTERN,SCHENECTADY,CORN,98,
1989,EASTERN,SCHOHARIE,CORN,99,
1989,EASTERN,WASHINGTON,CORN,111,
1989,LONG ISLAND,SUFFOLK,CORN,112,
1989,NORTHEAST,CLINTON,CORN,110,
1989,NORTHEAST,ESSEX,CORN,100,
1989,NORTHEAST,FRANKLIN,CORN,108,
1989,NORTHERN,JEFFERSON,CORN,92,
1989,NORTHERN,LEWIS,CORN,110,
1989,NORTHERN,ST LAWRENCE,CORN,97,
1989,SOUTHEAST,COLUMBIA,CORN,93,
1989,SOUTHEAST,DELAWARE,CORN,105,
1989,SOUTHEAST,DUTCHESS,CORN,91,
1989,SOUTHEAST,GREENE,CORN,75,
1989,SOUTHEAST,ORANGE,CORN,82,
1989,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,89,
1989,SOUTHEAST,SULLIVAN,CORN,110,
1989,SOUTHEAST,ULSTER,CORN,109,
1989,SOUTHERN,BROOME,CORN,96,
1989,SOUTHERN,CHEMUNG,CORN,80,
1989,SOUTHERN,SCHUYLER,CORN,80,
1989,SOUTHERN,TIOGA,CORN,91,
1989,SOUTHERN,TOMPKINS,CORN,95,
1989,SOUTHWEST,ALLEGANY,CORN,84,
1989,SOUTHWEST,CATTARAUGUS,CORN,84,
1989,SOUTHWEST,CHAUTAUQUA,CORN,92,
1989,SOUTHWEST,STEUBEN,CORN,87,
1989,WESTERN,ERIE,CORN,85,
1989,WESTERN,GENESEE,CORN,75,
1989,WESTERN,LIVINGSTON,CORN,97,
1989,WESTERN,MONROE,CORN,82,
1989,WESTERN,NIAGARA,CORN,72,
1989,WESTERN,ONTARIO,CORN,89,
1989,WESTERN,ORLEANS,CORN,81,
1989,WESTERN,SENECA,CORN,89,
1989,WESTERN,WAYNE,CORN,93,
1989,WESTERN,WYOMING,CORN,98,
1989,WESTERN,YATES,CORN,89,
1988,CENTRAL,CAYUGA,CORN,86,
1988,CENTRAL,CHENANGO,CORN,85,
1988,CENTRAL,CORTLAND,CORN,88,
1988,CENTRAL,HERKIMER,CORN,86,
1988,CENTRAL,MADISON,CORN,90,
1988,CENTRAL,ONEIDA,CORN,95,
1988,CENTRAL,ONONDAGA,CORN,92,
1988,CENTRAL,OSWEGO,CORN,77,
1988,CENTRAL,OTSEGO,CORN,84,
1988,EASTERN,ALBANY,CORN,73,
1988,EASTERN,FULTON,CORN,71,
1988,EASTERN,MONTGOMERY,CORN,82,
1988,EASTERN,RENSSELAER,CORN,107,
1988,EASTERN,SARATOGA,CORN,108,
1988,EASTERN,SCHENECTADY,CORN,78,
1988,EASTERN,SCHOHARIE,CORN,71,
1988,EASTERN,WASHINGTON,CORN,87,
1988,LONG ISLAND,SUFFOLK,CORN,105,
1988,NORTHEAST,CLINTON,CORN,100,
1988,NORTHEAST,ESSEX,CORN,75,
1988,NORTHEAST,FRANKLIN,CORN,86,
1988,NORTHERN,JEFFERSON,CORN,80,
1988,NORTHERN,LEWIS,CORN,78,
1988,NORTHERN,ST LAWRENCE,CORN,72,
1988,SOUTHEAST,COLUMBIA,CORN,84,
1988,SOUTHEAST,DELAWARE,CORN,101,
1988,SOUTHEAST,DUTCHESS,CORN,91,
1988,SOUTHEAST,GREENE,CORN,105,
1988,SOUTHEAST,ORANGE,CORN,80,
1988,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,82,
1988,SOUTHEAST,SULLIVAN,CORN,78,
1988,SOUTHEAST,ULSTER,CORN,88,
1988,SOUTHERN,BROOME,CORN,100,
1988,SOUTHERN,CHEMUNG,CORN,94,
1988,SOUTHERN,SCHUYLER,CORN,75,
1988,SOUTHERN,TIOGA,CORN,88,
1988,SOUTHERN,TOMPKINS,CORN,87,
1988,SOUTHWEST,ALLEGANY,CORN,85,
